study,study6,study8,study9,study10,study11,study12,condition,punonly,helponly,helpfirst,TG,q1correct,q2correct,q3correct,q4correct,q5correct,q6correct,q7correct,compscore,perfectcomp,compscoreTG,perfectcompTG,postqcorrect,crt,highcrt,help,punish,return,anger,bad,deservep,outrage,compassion,deserves,good,posemot,age,male,edu,income,NFC,FII
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,0,,,,2,0,,,,0,0,,0,,,,,,,,,,58,0,4,2,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,10,,,10,,,,,42,1,6,7,1,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,0,1,3,0,2,0,,0,0,1,0,30,,,,,,,,,64,0,5,9,4,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,0,,60,,,60,,,,,38,1,4,4,3,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,32,1,5,7,2,5
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,0,0,1,4,1,1,0,,3,1,0,,100,,,,,,,,,30,1,5,8,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,1,0,1,0,30,0,0,0,0,44,67,44,52,29,0,2,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,,,,,1,,,,,,,,,,21,0,4,1,5,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,65,1,6,3,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,0,,50,,,50,,,,,43,0,4,6,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,1,0,1,0,0,0,2,0,0,0,,,,1,,30,,,,,44,44,44,44,49,0,4,9,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,1,1,4,1,2,0,,0,0,0,0,0,,,,,,,,,33,0,4,6,4,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,0,0,,0,,,,,,,,,,55,0,4,8,3,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,0,1,0,0,0,1,1,0,1,0,,0,0,1,,40,,,,,89,89,89,89,55,0,2,9,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,0,,,,1,0,,,0,1,0,1,1,,30,,,30,,,,,32,0,5,8,4,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,0,0,,,,1,0,,,0,0,0,,1,,80,,,80,,,,,74,1,5,3,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,30,,,30,,,,,23,0,5,4,3,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,0,1,0,1,,,,2,0,,,,,,,0,,44,44,44,44,,,,,29,1,5,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,1,1,,70,,,70,,,,,22,1,5,5,4,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,0,1,,,,3,0,,,,1,0,1,1,,,,,,,,,,35,1,2,7,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,57,0,3,4,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,0,,90,,,90,,,,,35,0,6,7,3,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,0,,60,,,60,,,,,30,1,4,2,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,1,50,,,,,,,,,33,0,6,9,5,5
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,20,,,,,,,,,36,0,5,8,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,40,,,,,,,,,28,1,6,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,0,4,1,1,0,,,,,1,100,,,,,,,,,36,0,3,4,3,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,1,,0,,,,,67,67,89,74,36,1,4,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,36,1,6,4,3,3
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,0,1,1,,,,3,0,,,,2,1,1,,,,,,,33,33,44,37,46,1,5,4,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,70,,,,,,,,,37,1,4,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,0,0,0,1,,,,,,,,,,43,1,2,3,4,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,0,0,1,1,,78,89,67,78,89,100,100,96,42,1,2,3,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,1,1,1,0,0,1,1,0,1,2,0,2,0,,,,1,1,70,,,,,,,,,34,0,4,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,11,56,33,33,,,,,43,0,4,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,0,0,1,0,,0,,,0,,,,,37,0,6,8,3,5
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,,,1,,40,,,,,,,,,22,0,4,7,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,22,100,89,70,67,89,100,85,34,1,5,6,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,0,50,78,67,33,59,67,78,100,81,20,1,4,2,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,0,0,,,,1,0,,,1,0,0,1,1,,60,,,60,,,,,36,0,2,6,2,3
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,56,11,22,30,,,,,35,0,4,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,78,78,78,78,,,,,40,1,5,9,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,0,1,0,0,1,0,2,0,1,0,,,,1,0,50,,,,,,,,,20,0,4,1,3,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,1,,60,,,60,,,,,23,0,4,4,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,1,0,0,0,,,,,,,,,,54,0,5,2,1,2
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,1,3,1,0,0,,0,,,0,,,,,24,0,3,1,2,1
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,56,67,67,63,,,,,25,1,5,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,2,1,1,1,,,,,,,,,,26,1,5,4,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,3,1,,0,,,,,,,,,,47,0,5,8,3,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,1,,20,,,20,,,,,25,1,5,8,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,1,,20,,,20,,,,,44,0,4,3,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,1,50,,,,,,,,,30,0,5,2,1,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,3,1,1,1,,70,,,70,,,,,19,1,4,2,2,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,3,1,0,0,,0,0,0,0,0,44,78,41,34,1,6,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,0,0,,0,,,0,,,,,41,0,5,5,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,0,0,0,0,,,,,,,,,,40,0,5,4,2,3
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,22,44,33,33,,,,,22,1,5,3,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,1,,22,33,56,37,,,,,26,1,5,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,50,0,33,0,11,,,,,21,1,2,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,20,,,20,,,,,35,1,5,7,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,1,,20,,,20,,,,,28,1,5,6,4,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,,,1,0,,56,67,56,59,56,56,44,52,50,1,6,9,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,33,1,4,4,2,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,20,,,,,,,,,23,0,4,1,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,0,1,1,4,1,2,0,,1,0,1,,50,,,,,,,,,26,0,4,3,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,0,,,,2,0,,,0,0,0,1,1,,90,,,90,,,,,27,0,5,10,3,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,,50,,,,,100,100,100,100,29,1,5,5,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,31,0,4,1,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,1,,0,,,0,,,,,30,1,5,7,4,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,22,56,44,41,,,,,25,1,3,2,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,0,1,,,,3,0,,,,2,1,1,,,,,,,44,89,89,74,42,0,6,10,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,0,0,,20,,,20,,,,,24,0,4,5,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,0,1,1,1,1,3,0,3,1,,2,1,,1,50,,,,,,,,,34,0,6,9,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,,0,50,,,,,,,,,19,0,2,3,1,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,44,44,44,44,33,0,6,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,0,0,30,,,,,,,,,33,0,6,7,3,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,41,0,4,5,2,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,1,,67,67,67,67,100,100,100,100,41,0,5,1,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,1,50,,,,,,,,,42,0,4,6,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,33,78,89,67,56,78,89,74,44,1,3,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,,,,,0,,22,44,78,48,,,,,32,1,3,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,0,,,0,,,,,34,1,5,4,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,,,,,,,,,34,1,5,4,3,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,,,,,,,,,35,0,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,0,0,1,,,,1,0,,,0,0,0,,0,,20,,,20,,,,,33,1,5,7,5,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,0,0,1,0,,,,,,,,,,41,0,5,9,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,70,,,70,,,,,41,0,5,9,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,0,,,,2,0,,,,,,,1,,,,,,,,,,38,0,5,2,2,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,0,1,,,,2,0,,,,0,0,,0,,,,,,,,,,33,0,5,7,3,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,,,1,,,,,,,78,78,56,70,28,1,3,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,0,0,,0,,,0,,,,,32,1,5,9,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,0,0,0,,,,0,0,,,0,0,0,,1,,70,,,70,,,,,29,1,5,3,5,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,3,1,1,1,,80,,,80,,,,,34,0,5,6,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,0,50,,,,,,,,,59,0,6,9,3,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,1,,,,,,,,,,28,1,2,4,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,0,0,0,,,,0,0,,,0,0,0,,1,,50,,,50,,,,,30,1,6,5,5,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,100,78,78,100,85,,,,,28,0,6,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,0,,,,1,0,,,0,1,0,1,1,,50,,,50,,,,,28,1,5,6,3,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,,1,50,,,,,,,,,30,0,5,5,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,,1,50,56,67,67,63,,,,,39,1,5,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,3,1,,1,,70,,,70,,,,,41,1,5,6,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,,,,,,,,,40,1,5,6,4,4
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,0,,,,,,,,,26,1,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,27,0,5,8,2,2
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,1,,,,,,,,,,50,0,5,8,4,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,1,0,0,,1,,100,,,100,,,,,31,1,5,6,1,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,28,0,5,6,2,3
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,1,,,,,,,100,89,100,96,27,0,5,4,,
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,0,0,1,1,3,0,2,0,,,,,1,50,,,,,,,,,57,1,4,5,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,0,,,,,,,0,0,56,19,71,0,4,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,0,0,,,,1,0,,,,1,0,0,,,,,,,44,56,56,52,26,0,2,4,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,78,78,89,81,78,67,78,74,47,1,4,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,,,,,,,,,30,0,6,7,1,3
12,0,0,0,0,0,1,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,,,,0,50,,,,,,,,,45,0,5,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,,,,,,,,,31,1,5,1,2,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,26,1,6,5,1,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,0,0,1,0,,56,67,78,67,78,44,67,63,35,0,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,0,0,0,,,,0,0,,,,0,0,1,0,,,,,,,,,,47,1,4,4,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,1,,20,,,20,,,,,48,1,4,5,3,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,78,100,100,93,27,0,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,1,,,,,,,,,,35,0,2,7,2,5
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,11,11,22,15,,,,,35,0,6,7,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,,40,,,,,,,,,45,0,2,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,57,1,3,7,3,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,2,1,1,1,,44,22,44,37,89,89,89,89,34,0,4,7,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,2,1,1,0,,33,22,33,30,78,100,89,89,33,1,5,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,2,1,,0,,70,,,70,,,,,33,1,6,8,2,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,60,22,44,22,30,,,,,30,0,4,4,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,0,67,0,22,44,44,78,56,47,1,5,8,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,0,1,1,,,,3,0,,,,2,1,1,,,,,,,78,89,89,85,30,0,4,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,0,0,0,1,0,1,0,0,2,0,,,,,0,0,0,0,0,0,,,,,28,0,2,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,0,0,1,1,1,2,0,3,1,,,,1,,50,,,,,78,100,100,93,35,0,4,3,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,0,0,0,0,,,,,33,0,6,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,0,0,1,3,0,1,0,,,,,0,0,,,,,,,,,22,0,4,2,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,0,,80,,,80,,,,,29,1,4,2,3,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,0,1,,,,2,0,,,0,0,0,1,1,,60,,,60,,,,,35,0,5,7,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,0,4,1,1,0,,0,0,1,0,40,,,,,,,,,37,0,5,6,2,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,44,44,56,48,78,89,100,89,26,0,5,8,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,44,56,44,48,,,,,29,0,2,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,50,,,,,,,,,22,1,5,7,2,3
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,2,1,1,,,,,,,78,100,100,93,51,1,6,9,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,0,1,1,0,,,,2,0,,,,0,0,1,0,,,,,,,,,,26,1,2,4,2,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,0,1,0,1,1,1,2,0,3,1,,,,1,1,50,,,,,,,,,32,1,6,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,0,0,1,,,,1,0,,,1,3,1,,0,,0,,,0,,,,,68,1,6,6,3,5
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,0,,,,,,,0,44,78,41,29,0,4,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,0,0,0,,0,,70,,,70,,,,,33,0,5,7,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,1,,70,,,,,89,78,67,78,31,0,5,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,1,1,4,1,2,0,,2,1,1,1,0,,,,,,,,,52,0,5,6,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,78,56,100,78,22,0,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,1,0,1,0,,,,,,,,,,25,1,4,5,3,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,1,0,1,,,,,,,0,22,22,15,20,0,4,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,0,,,,2,0,,,,,,1,,,,,,,67,44,44,52,46,0,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,0,1,1,0,1,0,0,2,0,1,0,,,,1,0,90,,,,,,,,,35,0,3,4,1,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,0,1,,,,2,0,,,,0,0,,0,,,,,,,,,,22,1,5,6,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,,,,,,,,,28,0,4,5,1,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,0,1,1,1,1,1,3,0,3,1,,,,1,0,50,,,,,,,,,25,1,5,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,22,78,44,48,,,,,27,0,5,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,0,4,1,1,0,,,,1,1,80,,,,,,,,,32,0,5,7,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,35,1,4,7,1,2
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,0,,67,56,33,52,78,100,78,85,25,1,5,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,1,0,0,,0,,30,,,30,,,,,44,0,4,6,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,3,1,1,0,50,,,,,,,,,32,0,5,9,1,4
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,,,0,,30,,,,,,,,,29,1,6,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,,,,,1,,0,44,33,26,,,,,35,1,4,2,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,0,,,,,,,,,26,1,5,7,3,2
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,22,1,5,5,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,,,,0,,0,0,0,0,,,,,30,1,4,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,0,0,,1,,30,,,30,,,,,25,0,2,7,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,,50,,,,,78,89,100,89,27,0,4,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,,1,0,1,0,,,,,,,,,,28,0,5,6,1,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0,,,,1,1,80,,,,,,,,,27,0,5,8,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,20,,,20,,,,,23,0,5,4,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,0,,,,2,0,,,,,,,0,,,,,,,,,,52,1,4,5,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,0,0,1,0,30,,,,,,,,,48,0,2,7,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,1,0,0,0,,,,,,,,,,31,1,5,4,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,1,,,,,,,,,,29,1,5,8,2,4
